"","Species","GBIF_ID","mean_body_mass"
"2388","Microtus agrestis",2438616,33.390421395
"2389","Microtus arvalis",2438606,26.1
"2390","Microtus bavaricus",2438594,29.27
"2391","Microtus brachycercus",4265022,20
"2392","Microtus breweri",2438615,53.55
"2393","Microtus cabrerae",2438668,47.75
"2394","Microtus californicus",2438603,48.5
"2395","Microtus canicaudus",2438593,35.2
"2396","Microtus chrotorrhinus",2438667,38.995
"2397","Microtus duodecimcostatus",2438619,22.71
"2398","Microtus fortis",2438675,63
"2399","Microtus gregalis",2438648,47.5
"2400","Microtus guatemalensis",2438646,37.745
"2401","Microtus guentheri",2438628,48.99875
"2402","Microtus ilaeus",4265012,25.4
"2403","Microtus irani",2438601,48
"2404","Microtus kikuchii",4265019,46.3
"2405","Microtus levis",4265013,26.9
"2406","Microtus liechtensteini",4265021,23.16
"2407","Microtus limnophilus",2438595,33.1
"2408","Microtus longicaudus",2438621,31.35
"2409","Microtus lusitanicus",2438669,20
"2410","Microtus mexicanus",2438651,28.8
"2411","Microtus middendorffii",2438620,40.25
"2412","Microtus miurus",2438632,40.25
"2413","Microtus mongolicus",2438598,25.4
"2414","Microtus montanus",2438609,42.7666666666667
"2415","Microtus montebelli",2438676,33.1
"2416","Microtus multiplex",2438647,23.16
"2417","Microtus oaxacensis",2438614,36.52
"2418","Microtus ochrogaster",2438671,44.35
"2419","Microtus oeconomus",2438635,41.425
"2420","Microtus orcadnesis",8041396,30
"2421","Microtus oregoni",2438661,20.4625
"2422","Microtus paradoxus",4265015,48
"2423","Microtus pennsylvanicus",2438655,38.75203338
"2424","Microtus pinetorum",2438638,25.95
"2425","Microtus quasiater",2438592,40
"2426","Microtus richardsoni",2438626,81.175
"2427","Microtus savii",2438650,20
"2428","Microtus schidlovskii",4265017,48
"2429","Microtus socialis",2438670,48
"2430","Microtus subterraneus",2438660,18.3666666666667
"2431","Microtus townsendii",2438612,52.6598885833333
"2432","Microtus umbrosus",2438599,41.99
"2433","Microtus xanthognathus",2438664,80.575
"2434","Millardia gleadowi",5219778,70
"2435","Millardia meltada",5219777,67.4
"2436","Mimetillus moloneyi",2432527,8.89
"2437","Mimon bennettii",2433309,12.9
"2438","Mimon cozumelae",4265293,26.195
"2439","Mimon crenulatum",2433310,13.91
"2440","Mimon koepckeae",4265291,13.91
"2441","Miniopterus africanus",4266204,14.9
"2442","Miniopterus australis",2432508,7.4
"2443","Miniopterus fraterculus",2432504,7.38
"2444","Miniopterus fuscus",2432511,10.905
"2445","Miniopterus inflatus",2432507,14.9
"2446","Miniopterus macrocneme",4266214,7.565
"2447","Miniopterus magnater",2432503,13
"2448","Miniopterus majori",4266189,11.46
"2449","Miniopterus manavi",4266178,7.81
"2450","Miniopterus medius",4266205,10.91
"2451","Miniopterus natalensis",7261853,11.185
"2452","Miniopterus paululus",7261851,7.53
"2453","Miniopterus pusillus",2432506,7.6
"2454","Miniopterus robustior",2432502,10.46
"2455","Miniopterus schreibersi",9796816,11
"2456","Miniopterus schreibersii",9796816,12.02125
"2457","Miniopterus shortridgei",4266209,7.4
"2458","Miniopterus tristis",2432505,15.17
"2459","Miopithecus talapoin",2436591,1354.75
"2460","Mirounga angustirostris",2434813,1450446.90133333
"2461","Mirounga leonia",2434814,499250
"2462","Mirounga leonina",2434814,1500000
"2463","Mirounga sp.",2434812,668833
"2464","Mirza coquereli",4266974,311.2
"2465","Mogera imaizumii",2436176,81.205
"2466","Mogera tokudae",2436172,115.18
"2467","Mogera wogura",2436179,96.94
"2468","Molossops aequatorianus",2433005,7.49
"2469","Molossops mattogrossensis",2433006,7.48
"2470","Molossops neglectus",2433004,6.91
"2471","Molossops temminckii",2433003,5.86
"2472","Molossus ater",5218728,32
"2473","Molossus aztecus",5707238,14
"2474","Molossus barnesi",5707244,13.85
"2475","Molossus coibensis",5707250,14
"2476","Molossus currentium",5707239,14
"2477","Molossus molossus",5218725,14.3625
"2478","Molossus pretiosus",5218724,98
"2479","Molossus sinaloae",5218727,21.09
"2480","Monachus monachus",2434779,284940.665
"2481","Monachus tropicalis",5219377,197758.36
"2482","Monodelphis adusta",2439964,35
"2483","Monodelphis americana",2439970,23
"2484","Monodelphis brevicaudata",2439971,90.375
"2485","Monodelphis dimidiata",2439959,44.56
"2486","Monodelphis domestica",2439965,98.5
"2487","Monodelphis emiliae",2439972,52.33
"2488","Monodelphis glirina",2439963,90
"2489","Monodelphis iheringi",2439960,112
"2490","Monodelphis kunsi",2439966,11.8
"2491","Monodelphis maraxina",2439973,99
"2492","Monodelphis osgoodi",2439961,63
"2493","Monodelphis rubida",2439967,45.5
"2494","Monodelphis scalops",2439974,35
"2495","Monodelphis sorex",2439975,48
"2496","Monodelphis theresa",2439962,112
"2497","Monodelphis umbristriata",2439976,45.5
"2498","Monodelphis unistriata",2439968,55.3
"2499","Monodon monoceros",5220008,1087708.81333333
"2500","Monophyllus plethodon",2433239,15.33
"2501","Monophyllus redmani",2433240,8.7225
"2502","Monticolomys koopmani",4263428,25
"2503","Mops brachypterus",2433070,16
"2504","Mops condylurus",2433075,27.295
"2505","Mops congicus",2433066,42.84
"2506","Mops demonstrator",2433071,9.74
"2507","Mops leucostigma",4266488,26.69
"2508","Mops midas",2433076,35
"2509","Mops mops",2433072,31.12
"2510","Mops nanulus",2433077,3.88
"2511","Mops niangarae",2433067,21.23
"2512","Mops niveiventer",2433073,15.78
"2513","Mops petersoni",2433078,5.86
"2514","Mops sarasinorum",2433068,11.2
"2515","Mops spurrelli",2433074,8.08
"2516","Mops thersites",2433079,21.99
"2517","Mops trevori",2433069,21.23
"2518","Mormoops blainvillei",4265453,9.4725
"2519","Mormoops megalophylla",2432759,16.2725
"2520","Mormopterus acetabulosus",2433052,9.05
"2521","Mormopterus beccarii",2433056,14.3
"2522","Mormopterus doriae",2433051,8.41
"2523","Mormopterus jugularis",2433059,11.56
"2524","Mormopterus kalinowskii",2433055,7.49
"2525","Mormopterus loriae",4266547,8.12
"2526","Mormopterus minutus",2433050,4.27
"2527","Mormopterus norfolkensis",2433058,8
"2528","Mormopterus phrudus",2433049,6.11
"2529","Mormopterus planiceps",2433057,9.24
"2530","Moschiola meminna",2441235,3300
"2531","Moschus anhuiensis",4262221,12488.705
"2532","Moschus berezovskii",2440991,11688.705
"2533","Moschus chrysogaster",2440989,12348.95
"2534","Moschus cupreus",4262223,12907.785
"2535","Moschus fuscus",2440990,13697.9
"2536","Moschus leucogaster",4262218,12907.785
"2537","Moschus moschiferus",2440988,12907.785
"2538","Mosia nigrescens",5218733,3.33
"2539","Mungos gambianus",5219097,1644.98
"2540","Mungos mungo",5219080,1331.5
"2541","Mungotictis decemlineata",2433518,678.515
"2542","Muntiacus atherodes",2440942,18939.1
"2543","Muntiacus crinifrons",2440945,18590.01
"2544","Muntiacus feae",2440944,21999.99
"2545","Muntiacus gongshanensis",2440947,18590.01
"2546","Muntiacus muntjak",2440943,19870.53
"2547","Muntiacus reevesi",2440946,16499.98
"2548","Muntiacus rooseveltorum",4262419,13499.94
"2549","Muntiacus vuquangensis",4262425,36690.82
"2550","Murexechinus melanurus",2435415,38.02
"2551","Murexia longicaudata",2435424,126.79
"2552","Muriculus imberbis",2438063,18.5
"2553","Murina aenea",2432318,7.5
"2554","Murina aurata",2432324,4.27
"2555","Murina cyclotis",2432329,9.35
"2556","Murina florium",2432319,4.41
"2557","Murina fusca",2432325,7.54
"2558","Murina grisea",2432320,5.61
"2559","Murina hilgendorfi",4266033,7.54
"2560","Murina huttoni",8307118,7.56
"2561","Murina leucogaster",2432330,7.54
"2562","Murina puta",2432321,6.91
"2563","Murina rozendaali",2432327,5.61
"2564","Murina silvatica",2432331,4.48
"2565","Murina suilla",2432322,4
"2566","Murina tenebrosa",2432328,6.38
"2567","Murina tubinaris",2432332,6.505
"2568","Murina ussuriensis",2432323,4.48
"2569","Mus booduga",2438798,11.5
"2570","Mus bufo",2438788,8.88
"2571","Mus caroli",2438800,18.65
"2572","Mus cervicolor",2438776,17.7
"2573","Mus indutus",2438806,7.25
"2574","Mus macedonicus",2438783,20.5
"2575","Mus mahomet",2438795,41.5
"2576","Mus minutoides",2438796,7.58375
"2577","Mus musculoides",2438786,7.585
"2578","Mus musculus",7429082,19.75
"2579","Mus neavei",2438810,7.585
"2580","Mus orangiae",2438797,7.585
"2581","Mus phillipsi",2438799,17.7
"2582","Mus platythrix",2438801,28.64
"2583","Mus setulosus",2438777,11.18
"2584","Mus setzeri",2438803,6.65
"2585","Mus shortridgei",2438791,28.64
"2586","Mus sorella",2438779,12.535
"2587","Mus spicilegus",2438805,19.9
"2588","Mus spretus",2438793,20.85
"2589","Mus triton",2438784,12.535
"2590","Mus vulcani",2438808,60.315
"2591","Muscardinus avellanarius",2439658,26.69125
"2592","Musonycteris harrisoni",2433321,10.82
"2593","Mustela africana",5219066,536.98
"2594","Mustela altaica",5218963,175.62
"2595","Mustela erminea",5219019,118.42877805
"2596","Mustela eversmanii",5219057,1225.18333333333
"2597","Mustela felipei",5219069,211.3
"2598","Mustela frenata",5218919,174.72875
"2599","Mustela itatsi",5218962,530.85
"2600","Mustela kathiah",5218969,263.74
"2601","Mustela lutreola",5219007,557.146666666667
"2602","Mustela lutreolina",5219070,498.55
"2603","Mustela nigripes",5218985,983.033333333333
"2604","Mustela nivalis",5218987,58.4125
"2605","Mustela nudipes",5219015,569.42
"2606","Mustela putorius",5218911,1033.70625875
"2607","Mustela sibirica",5218972,547.925
"2608","Mustela strigidorsa",5219018,1500
"2609","Mustela subpalmata",5218986,49.75
"2610","Mustela vison",5218823,850.504483666667
"2611","Mydaus javanensis",2434845,2500
"2612","Mydaus marchei",2434844,2500
"2613","Mylomys dybowskii",2439321,110.96
"2614","Mylomys rex",4264956,110.96
"2615","Myocastor coypus",4264680,6042.5
"2616","Myodes californicus",5706763,20.55
"2617","Myodes centralis",5706767,21.15
"2618","Myodes gapperi",5706760,21.7916666675
"2619","Myodes glareolus",5706764,20.975
"2620","Myodes regulus",5706761,27.35
"2621","Myodes rex",5706765,27.35
"2622","Myodes rufocanus",5706769,24.2333333333333
"2623","Myodes rutilus",5706762,26.5
"2624","Myodes shanseius",5706766,27.35
"2625","Myodes smithii",5706770,27.5
"2626","Myoictis melas",2435443,221.77
"2627","Myoictis wallacii",2435444,221.77
"2628","Myomimus personatus",2439664,24
"2629","Myomyscus verreauxii",4264895,41
"2630","Myomyscus yemeni",4264893,30
"2631","Myonycteris brachycephala",2432941,35.81
"2632","Myonycteris relicta",2432943,53.32
"2633","Myonycteris torquata",2432942,37
"2634","Myoprocta acouchy",2437590,860.875
"2635","Myoprocta pratti",4264701,914
"2636","Myopterus daubentonii",5218710,18.45
"2637","Myopterus whitleyi",5218709,11.55
"2638","Myopus schisticolor",2439358,25.7
"2639","Myosciurus pumilio",2437288,16.47
"2640","Myosorex cafer",2435919,12.3
"2641","Myosorex geata",2435933,9.34
"2642","Myosorex varius",2435929,12.81
"2643","Myospalax aspalax",2439122,225
"2644","Myospalax myospalax",2439121,225
"2645","Myospalax psilurus",2439125,242.105
"2646","Myotis abei",2432391,7.305
"2647","Myotis adversus",2432450,10.41
"2648","Myotis aelleni",2432437,9.4
"2649","Myotis albescens",2432424,5.345
"2650","Myotis altarium",2432407,11
"2651","Myotis anjouanensis",4266338,5.56
"2652","Myotis annectans",2432395,9.75
"2653","Myotis atacamensis",2432457,8.005
"2654","Myotis ater",7261865,5.3
"2655","Myotis auriculus",2432438,8
"2656","Myotis australis",2432442,5.3
"2657","Myotis austroriparius",2432451,7.35
"2658","Myotis bechsteinii",2432427,10.2425
"2659","Myotis blythii",2432414,23.8525
"2660","Myotis bocagii",7261886,7.93
"2661","Myotis bombinus",2432462,7.5
"2662","Myotis brandtii",7261875,7
"2663","Myotis bucharensis",4266323,7.54
"2664","Myotis californicus",2432425,4.39
"2665","Myotis capaccinii",2432430,23.82
"2666","Myotis chiloensis",2432419,6.9025
"2667","Myotis chinensis",2432403,28.55
"2668","Myotis ciliolabrum",2432456,5
"2669","Myotis cobanensis",2432466,10.82
"2670","Myotis dasycneme",2432452,15
"2671","Myotis daubentoni",2432439,7
"2672","Myotis daubentonii",2432439,8.34375
"2673","Myotis davidii",4266349,5.3
"2674","Myotis dominicensis",2432408,4.2
"2675","Myotis elegans",2432396,4.21
"2676","Myotis emarginatus",2432470,10.4266666666667
"2677","Myotis evotis",2432413,7.4
"2678","Myotis fimbriatus",4266430,23.41
"2679","Myotis findleyi",2432458,4.91
"2680","Myotis formosus",2432443,7.07
"2681","Myotis fortidens",2432421,6.5
"2682","Myotis frater",2432428,7.54
"2683","Myotis goudoti",2432415,5.56
"2684","Myotis grisescens",2432432,9.515
"2685","Myotis hajastanicus",4266457,5.3
"2686","Myotis hasseltii",2432400,8.7
"2687","Myotis hermani",4266423,7.07
"2688","Myotis horsfieldii",2432388,6.125
"2689","Myotis hosonoi",2432463,6.25
"2690","Myotis ikonnikovi",2432431,5.86
"2691","Myotis insularum",2432447,6.11
"2692","Myotis keaysi",2432420,5.22
"2693","Myotis keenii",2432435,6.8275
"2694","Myotis laniger",4266331,8.5
"2695","Myotis leibii",2432455,5.505
"2696","Myotis levis",2432392,5.24
"2697","Myotis longipes",2432467,23.41
"2698","Myotis lucifugus",2432406,7.7375
"2699","Myotis macrodactylus",2432453,23.41
"2700","Myotis macropus",4266391,10.41
"2701","Myotis macrotarsus",2432440,12.64
"2702","Myotis martiniquensis",2432409,7.49
"2703","Myotis melanorhinus",4266342,5
"2704","Myotis moluccarum",7261872,10.41
"2705","Myotis montivagus",2432459,5.3
"2706","Myotis morrisi",2432444,14.09
"2707","Myotis muricola",2432429,5.3
"2708","Myotis myotis",2432416,26.405
"2709","Myotis mystacinus",9754263,5.3
"2710","Myotis nattereri",2432389,7.53333333333333
"2711","Myotis nesopolus",2432464,3.56
"2712","Myotis nigricans",2432448,4
"2713","Myotis nipalensis",7261898,5.3
"2714","Myotis occultus",4266411,7.8
"2715","Myotis oreias",2432433,8.41
"2716","Myotis oxygnathus",4266394,23.82
"2717","Myotis oxyotus",2432422,5.65
"2718","Myotis ozensis",2432393,5.86
"2719","Myotis peninsularis",2432468,9.05
"2720","Myotis pequinius",2432454,17.41
"2721","Myotis planiceps",2432441,2.99
"2722","Myotis pruinosus",2432426,4.91
"2723","Myotis punicus",4266337,24.705
"2724","Myotis ricketti",2432410,26.19
"2725","Myotis ridleyi",2432398,4.06
"2726","Myotis riparius",2432385,6.335
"2727","Myotis rosseti",2432460,3.29
"2728","Myotis ruber",2432445,4.99
"2729","Myotis schaubi",2432417,11.99
"2730","Myotis scotti",2432402,8.72
"2731","Myotis septentrionalis",2432436,6
"2732","Myotis sicarius",2432465,20.09
"2733","Myotis siligorensis",2432449,2.93
"2734","Myotis simus",2432434,8.1
"2735","Myotis sodalis",2432418,7.5625
"2736","Myotis stalkeri",2432423,16.43
"2737","Myotis thysanodes",2432399,6.83333333333333
"2738","Myotis tricolor",2432405,13.835
"2739","Myotis velifer",2432386,10.24875
"2740","Myotis vivesi",2432394,25
"2741","Myotis volans",2432411,7.285
"2742","Myotis welwitschii",2432469,15.88
"2743","Myotis yesoensis",2432412,5.985
"2744","Myotis yumanensis",2432461,5.71666666666667
"2745","Myotomys sloggetti",4264857,113.2975
"2746","Myotomys unisulcatus",4264856,97.625
"2747","Myrmecobius fasciatus",5219465,460.4
"2748","Myrmecophaga tridactyla",2436346,29323.3503925
"2749","Mystacina robusta",2433347,24.25
"2750","Mystacina tuberculata",2433346,19.25
"2751","Mystromys albicaudatus",2438522,99.9
"2752","Myzopoda aurita",2432987,9.1
"2753","Naemorhedus baileyi",2441013,28846.49
"2754","Naemorhedus caudatus",2441011,27333.335
"2755","Naemorhedus goral",2441016,30765.5033333333
"2756","Naemorhedus griseus",7261419,27666.67
"2757","Nandinia binotata",2433489,2559.3
"2758","Nanger dama",4262713,73000
"2759","Nanger granti",7261447,64116.115
"2760","Nanger soemmerringii",7261449,45041.465
"2761","Nannosciurus melanotis",2437268,26.76
"2762","Nanonycteris veldkampii",4265712,21.89
"2763","Napaeozapus insignis",2439461,21.8
"2764","Nasalis larvatus",2436525,14225.525
"2765","Nasua narica",2433531,3942.5
"2766","Nasua nasua",2433536,4215
"2767","Nasuella olivacea",2433588,1339.99
"2768","Natalus jamaicensis",4265594,4.7
"2769","Natalus major",4265598,4.7
"2770","Natalus primus",4265602,4.7
"2771","Natalus stramineus",2432756,4.7
"2772","Natalus tumidirostris",2432753,5.625
"2773","Neacomys guianae",2439289,15.87
"2774","Neacomys pictus",2439291,17.5
"2775","Neacomys spinosus",2439290,19
"2776","Neacomys tenuipes",2439288,19
"2777","Neamblysomus gunningi",2432175,57.44
"2778","Neamblysomus julianae",2432173,21.99
"2779","Necromys amoenus",4265143,27.09
"2780","Necromys lactens",4265137,32.9
"2781","Necromys lasiurus",4265142,39.93
"2782","Necromys lenguarum",4265139,39.93
"2783","Necromys obscurus",4265136,40.69
"2784","Necromys punctulatus",4265141,37.3
"2785","Necromys temchuki",4265138,47.2
"2786","Necromys urichi",4265135,47.42
"2787","Nectogale elegans",2435493,38.82
"2788","Nectomys apicalis",5706777,237.49
"2789","Nectomys magdalenae",5706775,237.49
"2790","Nectomys palmipes",5219854,237.49
"2791","Nectomys rattus",5706776,253.15
"2792","Nectomys squamipes",5219856,237.49
"2793","Nelsonia neotomodon",5219812,80
"2794","Neofelis nebulosa",2435079,19500
"2795","Neofiber alleni",2438050,261.74
"2796","Neohylomys hainanensis",2437121,52.21
"2797","Neomonachus schauinslandi",8646426,197758.36
"2798","Neomys anomalus",7825895,14.0966666666667
"2799","Neomys fodiens",2435767,14.4875
"2800","Neomys teres",5219474,15.13
"2801","Neonycteris pusilla",4265411,6.11
"2802","Neophascogale lorentzi",2435364,212
"2803","Neophoca cinerea",2433484,189758.33
"2804","Neophocaena phocaenoides",2440656,32083.3333333333
"2805","Neopteryx frosti",2432935,176.65
"2806","Neoromicia brunneus",4265921,6.91
"2807","Neoromicia capensis",4265910,5.96
"2808","Neoromicia flavescens",4265926,10.5
"2809","Neoromicia guineensis",7261793,3.5
"2810","Neoromicia helios",4265918,3.56
"2811","Neoromicia melckorum",4265904,7.2
"2812","Neoromicia nanus",7261794,3.88
"2813","Neoromicia rendalli",7261796,6.42
"2814","Neoromicia somalicus",7990922,3.53
"2815","Neoromicia tenuipinnis",7261799,5.35
"2816","Neoromicia zuluensis",4265935,4.14
"2817","Neotamias amoenus",4972377,57.1
"2818","Neotetracus sinensis",2437164,49.99
"2819","Neotoma albigula",2438454,193.775
"2820","Neotoma angustapalata",2438450,203
"2821","Neotoma anthonyi",2438440,119.365
"2822","Neotoma bryanti",2438451,119.365
"2823","Neotoma bunkeri",2438434,119.365
"2824","Neotoma chrysomelas",2438441,203
"2825","Neotoma cinerea",2438437,271.13
"2826","Neotoma devia",2438449,113.4
"2827","Neotoma floridana",2438444,255.726666666667
"2828","Neotoma fuscipes",2438455,199.98
"2829","Neotoma goldmani",2438452,198
"2830","Neotoma lepida",2438438,174.475
"2831","Neotoma leucodon",4265037,190.5
"2832","Neotoma macrotis",4265036,219.5
"2833","Neotoma magister",2438458,208.59
"2834","Neotoma martinensis",2438435,119.365
"2835","Neotoma mexicana",2438447,202.5
"2836","Neotoma micropus",2438439,215.045
"2837","Neotoma nelsoni",2438442,198
"2838","Neotoma palatina",2438453,198
"2839","Neotoma phenax",2438436,227.495
"2840","Neotoma stephensi",2438448,133.665
"2841","Neotomodon alstoni",2439083,47.32
"2842","Neotomys ebriosus",5219832,64.5
"2843","Neotragus batesi",2441072,2733.725
"2844","Neotragus moschatus",2441071,6500
"2845","Neotragus pygmaeus",2441073,3225
"2846","Nesokia indica",2438985,160.79
"2847","Nesolagus netscheri",2436684,1511.67
"2848","Nesomys audeberti",4263432,189
"2849","Nesomys lambertoni",4263431,159.48
"2850","Nesomys rufus",2438588,163.96
"2851","Neurotrichus gibbsii",2436208,10.9
"2852","Neusticomys monticolus",2437741,39.5
"2853","Neusticomys mussoi",2437744,40
"2854","Neusticomys oyapocki",2437743,47
"2855","Neusticomys peruviensis",2437740,40
"2856","Neusticomys venezuelae",2437742,47.1
"2857","Nilopegamys plumbeus",4264952,60.5
"2858","Ningaui ridei",2435428,8.854814797
"2859","Ningaui timealeyi",2435426,6.7925
"2860","Ningaui yvonnae",2435427,11.575
"2861","Niviventer cameroni",4264900,80.76
"2862","Niviventer coninga",4264899,80.65
"2863","Niviventer cremoriventer",2439054,71.54
"2864","Niviventer culturatus",2439058,81.17
"2865","Niviventer fraternus",4264898,80.76
"2866","Niviventer fulvescens",2439050,81.79
"2867","Niviventer langbianis",2439060,71.54
"2868","Niviventer niviventer",2439056,83.2
"2869","Niviventer rapit",2439061,79.73
"2870","Niviventer tenaster",2439052,71.54
"2871","Noctilio albiventris",2433344,35.5
"2872","Noctilio leporinus",2433343,51.6666666666667
"2873","Nomascus concolor",7262062,6705.15666666667
"2874","Nomascus gabriellae",4267267,6621.085
"2875","Nomascus leucogenys",4267270,6310.5425
"2876","Nomascus siki",4267266,6621.085
"2877","Notiomys edwardsii",2438354,21.3
"2878","Notiosorex crawfordi",2435812,4.075
"2879","Notiosorex evotis",2435810,4.47
"2880","Notomys alexis",2438970,33.9925
"2881","Notomys amplus",2438975,89.99
"2882","Notomys aquilo",2438978,38.995
"2883","Notomys cervinus",2438974,34.2
"2884","Notomys fuscus",2438972,37.14
"2885","Notomys longicaudatus",2438977,100
"2886","Notomys macrotis",2438973,89.99
"2887","Notomys mitchellii",2438971,52
"2888","Notomys mordax",2438976,89.99
"2889","Notopteris macdonaldi",2432985,68.17
"2890","Notopteris neocaledonica",4265651,68.17
"2891","Notoryctes caurinus",2440824,34.1
"2892","Notoryctes typhlops",2440825,55
"2893","Nyctalus aviator",5218526,38.925
"2894","Nyctalus azoreum",5218523,14.235
"2895","Nyctalus furvus",5707109,19.375
"2896","Nyctalus lasiopterus",5218525,45.98
"2897","Nyctalus leisleri",5218522,16
"2898","Nyctalus montanus",5218527,16
"2899","Nyctalus noctula",5218524,25.0416666666667
"2900","Nyctalus plancyi",7261805,19.375
"2901","Nyctereutes procyonoides",2434552,5524.25
"2902","Nycteris arge",5218607,10.79
"2903","Nycteris aurita",5707268,7.98
"2904","Nycteris gambiensis",5218611,8.165
"2905","Nycteris grandis",5218616,29.9
"2906","Nycteris hispida",5218608,7.98
"2907","Nycteris intermedia",5218612,6.91
"2908","Nycteris javanica",5218617,17.78
"2909","Nycteris macrotis",5218609,14.245
"2910","Nycteris madagascariensis",5707266,16.09
"2911","Nycteris major",5218613,15.46
"2912","Nycteris nana",5218618,6.99
"2913","Nycteris parisii",7261939,7.6
"2914","Nycteris thebaica",5218614,8.6
"2915","Nycteris tragata",5218610,16.09
"2916","Nycteris vinsoni",5707262,17.015
"2917","Nycteris woodi",5218615,7.6
"2918","Nycticebus bengalensis",4267329,959.75
"2919","Nycticebus coucang",2436629,965.725
"2920","Nycticebus pygmaeus",2436628,581.841666666667
"2921","Nycticeinops schlieffeni",7765800,5.05
"2922","Nycticeius aenobarbus",4266477,5.69
"2923","Nycticeius cubanus",4266475,6.65
"2924","Nycticeius humeralis",2432314,8.46666666666667
"2925","Nyctiellus lepidus",4265593,3.88
"2926","Nyctimene aello",5218630,85.26
"2927","Nyctimene albiventer",5218631,30.425
"2928","Nyctimene cephalotes",5218640,44.92
"2929","Nyctimene certans",5218632,43.24
"2930","Nyctimene cyclotis",5218637,42.5075
"2931","Nyctimene draconilla",5218641,30.05
"2932","Nyctimene keasti",7261741,29.95
"2933","Nyctimene major",5218633,60.33
"2934","Nyctimene malaitensis",5218638,78.39
"2935","Nyctimene masalai",5218627,30.425
"2936","Nyctimene minutus",5218634,21.31
"2937","Nyctimene rabori",5218628,68.125
"2938","Nyctimene robinsoni",5218635,48.83
"2939","Nyctimene sanctacrucis",5218639,59.25
"2940","Nyctimene vizcaccia",5218629,30.9
"2941","Nyctinomops aurispinosus",2433061,18.43
"2942","Nyctinomops femorosaccus",2433064,14.5
"2943","Nyctinomops laticaudatus",2433063,13.56
"2944","Nyctinomops macrotis",2433062,23
"2945","Nyctomys sumichrasti",2438370,52.2766666666667
"2946","Nyctophilus arnhemensis",2432523,6.83
"2947","Nyctophilus bifax",7261844,10.605
"2948","Nyctophilus geoffroyi",2432519,8
"2949","Nyctophilus gouldi",2432517,9.66
"2950","Nyctophilus microdon",2432522,9.05
"2951","Nyctophilus microtis",2432518,7.29
"2952","Nyctophilus timoriensis",2432521,12.31
"2953","Nyctophilus walkeri",2432516,4.44
"2954","Ochotona alpina",2437027,150
"2955","Ochotona argentata",2436970,150
"2956","Ochotona cansus",2436996,68.75
"2957","Ochotona collaris",2437020,129
"2958","Ochotona curzoniae",2436963,123.5025
"2959","Ochotona dalli",2436951,73000
"2960","Ochotona dauurica",2437033,127.85
"2961","Ochotona erythrotis",2437001,336.26
"2962","Ochotona forresti",2436964,142.5
"2963","Ochotona gaoligongensis",2437038,136.59
"2964","Ochotona gloveri",2436965,336.26
"2965","Ochotona himalayana",2437039,132.9
"2966","Ochotona hoffmanni",2437021,150
"2967","Ochotona huangensis",2436955,105.33
"2968","Ochotona hyperborea",2437002,127.5
"2969","Ochotona iliensis",2436969,240.3
"2970","Ochotona koslowi",2437040,388.57
"2971","Ochotona ladacensis",2437012,162.39
"2972","Ochotona macrotis",2436971,185.875
"2973","Ochotona muliensis",2437042,336.26
"2974","Ochotona nubrica",2437014,121.275
"2975","Ochotona princeps",2436982,131.091666666667
"2976","Ochotona pusilla",2437017,142.5
"2977","Ochotona roylei",2436952,187.5
"2978","Ochotona rufescens",2437023,250
"2979","Ochotona rutila",2436995,260.07
"2980","Ochotona turuchanensis",2437013,135
"2981","Ochrotomys nuttalli",2438565,21.1666666666667
"2982","Octodon bridgesi",5219899,172.6375
"2983","Octodon degus",5219900,218.60875
"2984","Octodon lunatus",5219898,180.0375
"2985","Octodontomys gliroides",2439604,154.935
"2986","Octomys mimax",5219901,120.0575
"2987","Odobenus rosmarus",5218819,957166.041666667
"2988","Odocoileus hemionus",2440974,56588.88889
"2989","Odocoileus virginianus",2440965,63986.25
"2990","Oecomys auyantepui",4265024,73.4
"2991","Oecomys bicolor",2439315,36.87
"2992","Oecomys catherinae",4265023,73.4
"2993","Oecomys cleberi",2439307,73.4
"2994","Oecomys concolor",2439311,53.5
"2995","Oecomys flavicans",2439316,73.4
"2996","Oecomys mamorae",2439317,62.5
"2997","Oecomys paricola",2439313,73.4
"2998","Oecomys phaeotis",2439308,73.4
"2999","Oecomys rex",2439318,73.4
"3000","Oecomys roberti",2439312,73.4
"3001","Oecomys rutilus",2439309,73.4
"3002","Oecomys speciosus",2439314,73.4
"3003","Oecomys superans",2439319,73.4
"3004","Oecomys trinitatis",2439310,69.7
"3005","Oenomys hypoxanthus",2438923,87.67
"3006","Oenomys ornatus",2438922,85.5
"3007","Okapia johnstoni",2441207,226667.046666667
"3008","Olallamys albicauda",2439752,273.5
"3009","Olallamys edax",2439751,206.4
"3010","Oligoryzomys andinus",2438279,25.2
"3011","Oligoryzomys arenalis",2438285,25.2
"3012","Oligoryzomys chacoensis",2438274,23
"3013","Oligoryzomys delticola",2438280,29.39
"3014","Oligoryzomys destructor",2438275,27.645
"3015","Oligoryzomys eliurus",2438281,34.58
"3016","Oligoryzomys flavescens",2438271,21.15
"3017","Oligoryzomys fornesi",4265163,26.65
"3018","Oligoryzomys fulvescens",2438276,19.25
"3019","Oligoryzomys griseolus",2438282,25.2
"3020","Oligoryzomys longicaudatus",2438272,27.975
"3021","Oligoryzomys magellanicus",2438277,27.645
"3022","Oligoryzomys microtis",2438283,26.65
"3023","Oligoryzomys nigripes",2438273,21.49
